Unnamed: 0,mse,mae,r2
b0 l0,0.450909483996756,0.455709684820203,-0.0944255155845632
b0 l1,0.452164039056907,0.457435961097824,-0.0974705104610615
b0 l2,0.431012220330349,0.481808311238347,-0.0461318472992746
b1 l0,0.425722721151162,0.507436025292575,-0.0332934327796823
b1 l1,0.51769466930508,0.520808928108644,-0.25652326127092
b1 l2,0.517676291022558,0.459902993527126,-0.256478654399611
b2 l0,0.417715018224675,0.48549140491872,-0.0138575266499454
b2 l1,0.44872261913392,0.486296591224404,-0.0891176638095023
b2 l2,0.489138600784083,0.509733780504133,-0.187213364000307
b3 l0,0.465935834984619,0.483872185069,-0.130896742096544
b3 l1,0.449715358557534,0.462470841041867,-0.0915271925377507
b3 l2,0.438806899152437,0.462314391105924,-0.0650507117087462
b4 l0,0.421006306799363,0.476669938147944,-0.0218459818125273
b4 l1,0.669181952571996,0.592807288344058,-0.62420580949404
b4 l2,0.437207001437058,0.463282895002487,-0.0611675179765671
b5 l0,0.464453173587852,0.46433794432268,-0.127298098641075
b5 l1,0.541677071699669,0.48091463323567,-0.314732179107396
b5 l2,0.50073102916788,0.503711250386131,-0.215349940987686
b6 l0,0.447836687224083,0.456786059945986,-0.0869673730713223
b6 l1,0.447802489700741,0.457310066143851,-0.0868843705099589
b6 l2,0.538214346804909,0.479787040686094,-0.306327622067067
b7 l0,0.430753428341162,0.468302693816587,-0.0455037200004544
b7 l1,0.458604497212429,0.467997152844828,-0.113102476493313
b7 l2,0.774552914979924,0.781939936915527,-0.879957072117223
b8 l0,0.450700376889488,0.45551773428398,-0.0939179810087627
b8 l1,0.458739941145222,0.452763435173084,-0.113431219403456
b8 l2,0.470836320144803,0.473569968251961,-0.142790960755488
b9 l0,0.417204390172479,0.485410735318131,-0.0126181551371924
b9 l1,0.413832698032899,0.485920512934597,-0.0044345483619605
b9 l2,0.436405993782515,0.462876430771665,-0.0592233512503785
b0 l3,0.471812822342093,0.481741201305586,-0.145161079279643
b0 l4,0.430910963232769,0.565874692683401,-0.0458860810087924
b1 l3,0.421308162143517,0.478135076821443,-0.0225786303869794
b1 l4,0.430579300159061,0.5674935804262,-0.0450810845664326
b2 l3,0.475169692503499,0.600428522142778,-0.153308710872095
b2 l4,0.442516462485918,0.543477843253747,-0.074054382972994
b3 l3,0.413822024679267,0.503825365901427,-0.0044086425184
b3 l4,0.468887629804012,0.466533135267965,-0.138061194568201
b4 l3,0.431146116110001,0.549517100367508,-0.0464568326075927
b4 l4,0.427710091311684,0.472721782160683,-0.0381170807395963
b5 l3,0.514155994566899,0.496005432492231,-0.247934362473557
b5 l4,0.413516684098418,0.527975854956069,-0.0036675347473624
b6 l3,0.411187060162981,0.493328098563888,0.001986814888533
b6 l4,0.445844155785259,0.560270614192938,-0.0821311979083505
b7 l3,0.530209792995317,0.669987607890585,-0.286899359320326
b7 l4,0.437647832103989,0.461878815592578,-0.0622374806787613
b8 l3,0.434455898804625,0.46582065457998,-0.0544901757964064
b8 l4,0.43169111197177,0.562260777854576,-0.0477796199921503
b9 l3,0.453249573212349,0.454691996658187,-0.100105266038221
b9 l4,0.450668744721847,0.473660348941236,-0.0938412049536836
